18,50.8,682.97,13.44429134
22,62.1,658.77,10.60821256
24,67.7,672.5,9.933530281
51,143.9,1060.66,7.370813065
67,189,1157,6.121693122
151,426.1,2031,4.76648674
194,547.4,2380,4.347826087
