0,12.01800537109375,0,15.660309791564941,0,4.2500123977661133,0,8.5880165100097656,0,10,0,14
10,12.021994590759277,10,15.65831470489502,10,4.2500123977661133,10,8.5880165100097656,10,10,10,14
20,12.029973030090332,20,15.65831470489502,20,4.2500123977661133,20,8.5880165100097656,20,10,20,14
30,12.008031845092773,30,15.660309791564941,30,4.2500123977661133,30,8.5880165100097656,30,10,30,14
40,12.0239896774292,40,15.662303924560547,40,4.2500123977661133,40,8.5880165100097656,40,10,40,14
50,12.0239896774292,50,15.664299011230469,50,4.2500123977661133,50,8.5880165100097656,50,10,50,14
60,12.010025978088379,60,15.660309791564941,60,4.2500123977661133,60,8.5880165100097656,60,10,60,14
70,12.029973030090332,70,15.65831470489502,70,4.2500123977661133,70,8.5880165100097656,70,10,70,14
80,12.0120210647583,80,15.646345138549805,80,4.2500123977661133,80,8.5880165100097656,80,10,80,14
90,12.0120210647583,90,15.62839412689209,90,4.2500123977661133,90,8.5880165100097656,90,10,90,14
100,12.0239896774292,100,15.636372566223145,100,4.2500123977661133,100,8.5880165100097656,100,10,100,14
110,12.002047538757324,110,15.6443510055542,110,4.2500123977661133,110,8.5880165100097656,110,10,110,14
120,12.016011238098145,120,15.636372566223145,120,4.2500123977661133,120,8.5880165100097656,120,10,120,14
130,12.0120210647583,130,15.6443510055542,130,4.2500123977661133,130,8.5880165100097656,130,10,130,14
140,12.010025978088379,140,15.636372566223145,140,4.2500123977661133,140,8.5880165100097656,140,10,140,14
150,12.029973030090332,150,15.62839412689209,150,4.2500123977661133,150,8.5880165100097656,150,10,150,14
160,12.004042625427246,160,15.636372566223145,160,4.2500123977661133,160,8.5880165100097656,160,10,160,14
170,12.021994590759277,170,15.636372566223145,170,4.2500123977661133,170,8.5880165100097656,170,10,170,14
180,12.027978897094727,180,15.646345138549805,180,4.2500123977661133,180,8.5880165100097656,180,10,180,14
190,12.002047538757324,190,15.63836669921875,190,4.2500123977661133,190,8.5880165100097656,190,10,190,14
200,12.025983810424805,200,15.632383346557617,200,4.2500123977661133,200,8.5880165100097656,200,10,200,14
210,12.016011238098145,210,15.642355918884277,210,4.2500123977661133,210,8.5880165100097656,210,10,210,14
220,12.004042625427246,220,15.62839412689209,220,4.2500123977661133,220,8.5880165100097656,220,10,220,14
230,12.010025978088379,230,15.622409820556641,230,4.2500123977661133,230,8.5880165100097656,230,10,230,14
240,11.988085746765137,240,15.624404907226563,240,4.2500123977661133,240,8.5880165100097656,240,10,240,14
250,12.0120210647583,250,15.620415687561035,250,4.2500123977661133,250,8.5880165100097656,250,10,250,14
260,12.021994590759277,260,15.622409820556641,260,4.2500123977661133,260,8.5880165100097656,260,10,260,14
270,12.016011238098145,270,15.620415687561035,270,4.2500123977661133,270,8.5880165100097656,270,10,270,14
280,12.041941642761231,280,15.624404907226563,280,4.2500123977661133,280,8.5880165100097656,280,10,280,14
290,12.021994590759277,290,15.632383346557617,290,4.2500123977661133,290,8.5880165100097656,290,10,290,14
300,12.021994590759277,300,15.616426467895508,300,4.2500123977661133,300,8.5880165100097656,300,10,300,14
310,12.021994590759277,310,15.608447074890137,310,4.2500123977661133,310,8.5880165100097656,310,10,310,14
320,11.99406909942627,320,15.612436294555664,320,4.2500123977661133,320,8.5880165100097656,320,10,320,14
330,12.021994590759277,330,15.604457855224609,330,4.2500123977661133,330,8.5880165100097656,330,10,330,14
340,12.021994590759277,340,15.608447074890137,340,4.2500123977661133,340,8.5880165100097656,340,10,340,14
350,12.014016151428223,350,15.616426467895508,350,4.2500123977661133,350,8.5880165100097656,350,10,350,14
360,12.027978897094727,360,15.618420600891113,360,4.2500123977661133,360,8.5880165100097656,360,10,360,14
370,12.000053405761719,370,15.614431381225586,370,4.2500123977661133,370,8.5880165100097656,370,10,370,14
380,12.008031845092773,380,15.608447074890137,380,4.2500123977661133,380,8.5880165100097656,380,10,380,14
390,12.000053405761719,390,15.620415687561035,390,4.2500123977661133,390,8.5880165100097656,390,10,390,14
400,11.964149475097656,400,15.618420600891113,400,4.2500123977661133,400,8.5880165100097656,400,10,400,14
410,11.990079879760742,410,15.612436294555664,410,4.2500123977661133,410,8.5880165100097656,410,10,410,14
420,11.986090660095215,420,15.602463722229004,420,4.2500123977661133,420,8.5880165100097656,420,10,420,14
430,11.996064186096191,430,15.590496063232422,430,4.2500123977661133,430,8.5880165100097656,430,10,430,14
440,12.025983810424805,440,15.598474502563477,440,4.2500123977661133,440,8.5880165100097656,440,10,440,14
450,11.996064186096191,450,15.596479415893555,450,4.2500123977661133,450,8.5880165100097656,450,10,450,14
460,12.014016151428223,460,15.590496063232422,460,4.2500123977661133,460,8.5880165100097656,460,10,460,14
470,12.016011238098145,470,15.590496063232422,470,4.2500123977661133,470,8.5880165100097656,470,10,470,14
480,11.990079879760742,480,15.586504936218262,480,4.2500123977661133,480,8.5880165100097656,480,10,480,14
490,12.016011238098145,490,15.600468635559082,490,4.2500123977661133,490,8.5880165100097656,490,10,490,14
500,12.008031845092773,500,15.602463722229004,500,4.2500123977661133,500,8.5880165100097656,500,10,500,14
510,12.014016151428223,510,15.588500022888184,510,4.2500123977661133,510,8.5880165100097656,510,10,510,14
520,12.029973030090332,520,15.592490196228027,520,4.2500123977661133,520,8.5880165100097656,520,10,520,14
530,11.998058319091797,530,15.592490196228027,530,4.2500123977661133,530,8.5880165100097656,530,10,530,14
540,12.008031845092773,540,15.596479415893555,540,4.2500123977661133,540,8.5880165100097656,540,10,540,14
550,12.000053405761719,550,15.596479415893555,550,4.2500123977661133,550,8.5880165100097656,550,10,550,14
